neuron_id,super_class,class,cell_type,side,nt_type,nt_score
720575940618532011,central,,LAL026,left,ACH,0.78
720575940618538641,visual_projection,,LPLC2,right,ACH,0.74
720575940618566657,visual_projection,,LC16,left,ACH,0.47
720575940618608177,visual_projection,,LPLC2,left,ACH,0.52
720575940618649920,central,,OA-ASM3,left,DA,0.54
720575940618676440,visual_projection,,LC4,left,ACH,0.59
720575940618709158,visual_projection,,LC4,right,ACH,0.58
720575940618711535,visual_projection,,LPLC2,right,ACH,0.59
720575940618723749,visual_projection,,LC4,left,ACH,0.54
720575940618769153,central,,PVLP069,left,ACH,0.78
720575940618780962,central,,"PVLP004,PVLP005",right,GLUT,0.56
720575940618798040,visual_projection,,LC16,right,ACH,0.62
720575940618807105,visual_projection,,LC4,left,ACH,0.54
720575940618886710,central,,PVLP076,left,ACH,0.89
720575940618902488,visual_projection,,LT82a,left,ACH,0.72
720575940618927892,visual_projection,,LPLC2,left,ACH,0.48
720575940618931846,central,,VES046,right,GLUT,0.85
720575940618932763,central,,PVLP010,right,GLUT,0.55
720575940618965553,central,,CB0766,left,ACH,0.85
720575940618987600,central,,PVLP120,left,ACH,0.92
720575940619014981,visual_projection,,LPLC4,left,ACH,0.8
720575940619021272,visual_projection,,LT51,right,GLUT,0.66
720575940619031837,central,,PS181,right,ACH,0.77
720575940619038493,descending,,DNpe042,right,ACH,0.76
720575940619113556,central,,CB1717,left,ACH,0.85
720575940619148829,visual_projection,,LT83,left,ACH,0.72
720575940619159233,visual_projection,,LPLC4,left,ACH,0.74
720575940619191966,descending,,DNge119,right,GLUT,0.69
720575940619197318,visual_projection,,LPLC2,left,ACH,0.52
720575940619207664,central,,PVLP133,left,ACH,0.87
720575940619263937,visual_projection,,LPLC2,left,ACH,0.67
720575940619264193,visual_projection,,LPLC4,right,ACH,0.79
720575940619272980,visual_projection,,LC16,left,ACH,0.57
720575940619309632,visual_projection,,LPLC4,left,ACH,0.84
720575940619317524,visual_projection,,LC16,right,ACH,0.66
720575940619397542,visual_projection,,LC4,left,ACH,0.58
720575940619435655,central,,CB3201,left,ACH,0.82
720575940619457088,optic,ME.LO,LMa2,left,GABA,0.65
720575940619506415,visual_projection,,LPLC1,left,ACH,0.65
720575940619507184,visual_projection,,LC31a,right,ACH,0.86
720575940619518854,visual_projection,,LPLC1,right,ACH,0.7
720575940619549598,central,,PS059,left,GLUT,0.37
720575940619592768,visual_projection,,LC31b,left,ACH,0.82
720575940619601488,central,,PVLP122b,right,ACH,0.66
720575940619627934,visual_projection,,LPLC2,right,ACH,0.49
720575940619646191,visual_projection,,LC16,left,ACH,0.54
720575940619646913,visual_projection,,LC16,right,ACH,0.62
720575940619654053,descending,,DNp02,left,ACH,0.64
720575940619654149,visual_projection,,LPLC2,right,ACH,0.49
720575940619655685,visual_projection,,LPLC4,left,ACH,0.75
720575940619663343,visual_projection,,LC16,left,ACH,0.59
720575940619681006,central,,PS059,right,GABA,0.45
720575940619695494,visual_projection,,LPLC1,left,ACH,0.63
720575940619709972,central,,PVLP024,left,GABA,0.74
720575940619720129,visual_projection,,LPLC1,left,ACH,0.62
720575940619731334,visual_projection,,LT51,left,GLUT,0.75
720575940619750822,visual_projection,,LPLC2,left,ACH,0.5
720575940619822784,central,,PVLP093,right,GABA,0.89
720575940619864047,central,,PLP034,right,GLUT,0.75
720575940619866027,central,,"LAL074,LAL084",right,GLUT,0.67
720575940619900993,visual_projection,,LPLC2,left,ACH,0.48
720575940619904859,central,,LAL025,left,ACH,0.79
720575940619981494,visual_projection,,LPLC2,left,ACH,0.47
720575940619991862,optic,LOP,LPi15,left,GABA,0.85
720575940620001718,visual_projection,,LPLC2,right,ACH,0.41
720575940620050811,visual_projection,,LPLC1,left,ACH,0.61
720575940620054694,descending,,DNp11,left,ACH,0.75
720575940620120155,central,,PVLP128,right,ACH,0.8
720575940620123631,central,,CB0079,right,GABA,0.8
720575940620124143,central,,CB0655,left,ACH,0.97
720575940620139678,visual_projection,,LPLC2,left,ACH,0.77
720575940620165541,central,,AVLP479,right,GABA,0.72
720575940620173737,central,,PVLP022,left,GABA,0.71
720575940620238576,visual_projection,,LC16,left,ACH,0.49
720575940620241573,central,,PS203a,left,ACH,0.83
720575940620258480,central,,PVLP114,left,ACH,0.85
720575940620300308,descending,,DNg97,right,ACH,0.8
720575940620306904,visual_projection,,LPLC2,left,ACH,0.5
720575940620307803,central,,AVLP187,right,ACH,0.68
720575940620314221,visual_projection,,LC4,right,ACH,0.48
720575940620314612,visual_projection,,LC4,right,ACH,0.53
720575940620320902,central,,PVLP017,right,GABA,0.72
720575940620346758,visual_projection,,LPLC4,left,ACH,0.84
720575940620351691,central,,CB2395b,right,ACH,0.87
720575940620356545,central,,pC1d,right,ACH,0.85
720575940620443162,visual_projection,,LPLC1,right,ACH,0.69
720575940620443508,visual_projection,,LC16,right,ACH,0.62
720575940620468718,descending,,DNp02,right,ACH,0.73
720575940620490093,visual_projection,,LC16,left,ACH,0.47
720575940620512261,visual_projection,,LC16,left,ACH,0.53
720575940620512950,visual_projection,,LPLC1,right,ACH,0.58
720575940620575476,visual_projection,,LPLC2,right,ACH,0.6
720575940620642287,visual_projection,,LC16,right,ACH,0.63
720575940620657857,central,,CB0172,left,GABA,0.59
720575940620686964,central,,LAL018,right,ACH,0.88
720575940620719600,central,,CB1688,left,ACH,0.9
720575940620723126,central,,AVLP479,left,GABA,0.72
720575940620729816,visual_projection,,LPLC4,left,ACH,0.73
720575940620731380,visual_projection,,LC4,right,ACH,0.46
720575940620746478,central,,PS100,right,GABA,0.43
720575940620754815,visual_projection,,LPLC1,right,ACH,0.63
720575940620771521,central,,CB0218,right,ACH,0.87
720575940620783180,visual_projection,,LPLC2,right,ACH,0.5
720575940620795728,visual_projection,,LC4,left,ACH,0.62
720575940620813989,visual_projection,,LTe20,left,ACH,0.88
720575940620822548,central,,"LAL028, LAL029",left,ACH,0.81
720575940620840948,central,,SAD094,left,ACH,0.91
720575940620887834,visual_projection,,LPLC2,right,ACH,0.42
720575940620899967,central,,CB1932,left,ACH,0.61
720575940620903551,visual_projection,,LC4,left,ACH,0.55
720575940620918789,descending,,DNa03,left,ACH,0.84
720575940620979149,central,,PS231,right,ACH,0.8
720575940620988276,central,,PS010,right,ACH,0.8
720575940620996357,visual_projection,,LC16,right,ACH,0.66
720575940621000831,central,,PVLP062,right,ACH,0.75
720575940621052848,optic,LO,Li24,right,GABA,0.7
720575940621061545,visual_projection,,LPLC1,right,ACH,0.64
720575940621067204,central,,PVLP021,left,GABA,0.77
720575940621077488,central,,VES004,left,ACH,0.95
720575940621092220,visual_projection,,LPLC1,right,ACH,0.73
720575940621110464,visual_projection,,LPLC1,left,ACH,0.53
720575940621145821,visual_projection,,LC4,right,ACH,0.64
720575940621157645,descending,,DNpe024,right,ACH,0.88
720575940621225313,central,,CL286,right,ACH,0.71
720575940621259875,visual_projection,,LPLC4,left,ACH,0.72
720575940621319924,central,,CB0283,right,GABA,0.54
720575940621334181,central,,PS057,left,GLUT,0.68
720575940621365236,central,,PVLP021,left,GABA,0.77
720575940621371045,central,,LT56,right,GLUT,0.48
720575940621401222,descending,,DNpe025,right,ACH,0.88
720575940621403887,visual_projection,,LPLC1,left,ACH,0.62
720575940621413541,optic,ME.LO,LMa2,left,GABA,0.74
720575940621415389,central,,PVLP112b,right,GABA,0.76
720575940621425878,visual_projection,,LC16,right,ACH,0.61
720575940621460115,central,,PLP018,left,GABA,0.8
720575940621475610,central,,CL322,left,ACH,0.78
720575940621514093,visual_projection,,LPLC4,left,ACH,0.77
720575940621522458,visual_projection,,LC4,right,ACH,0.61
720575940621522671,visual_projection,,LPLC1,left,ACH,0.58
720575940621535809,visual_projection,,LC16,left,ACH,0.46
720575940621544943,optic,ME.LO,LMa2,right,GABA,0.69
720575940621548897,visual_projection,,LC16,right,ACH,0.62
720575940621588980,central,,CB3983,right,ACH,0.87
720575940621608363,visual_projection,,LC16,left,ACH,0.61
720575940621623393,visual_projection,,LC16,left,ACH,0.55
720575940621634913,visual_projection,,LPLC2,right,ACH,0.57
720575940621638534,central,,OA-AL2b1,right,OCT,0.86
720575940621646730,central,,"PVLP004,PVLP005",left,GLUT,0.7
720575940621658971,visual_projection,,LPLC1,left,ACH,0.64
720575940621714541,visual_projection,,LPLC1,right,ACH,0.65
720575940621726698,central,,PVLP100,left,GABA,0.68
720575940621753579,visual_projection,,LC4,right,ACH,0.62
720575940621759169,visual_projection,,LPLC4,left,ACH,0.81
720575940621785129,visual_projection,,LPLC1,right,ACH,0.61
720575940621800431,visual_projection,,LC31a,left,ACH,0.85
720575940621806574,visual_projection,,LTe42a,left,ACH,0.88
720575940621819630,central,,PLP060,left,GABA,0.81
720575940621823979,central,,PS022,right,ACH,0.78
720575940621914904,visual_projection,,LPLC2,left,ACH,0.45
720575940621929641,central,,CL211,right,ACH,0.85
720575940621946945,visual_projection,,"LT53,PLP098",right,ACH,0.88
720575940622007472,central,,cM11,left,ACH,0.88
720575940622009284,visual_projection,,LPLC2,left,ACH,0.73
720575940622014758,visual_projection,,LC16,right,ACH,0.6
720575940622018217,central,,LAL040,left,GABA,0.86
720575940622018698,visual_projection,,LC16,left,ACH,0.44
720575940622027222,descending,,DNge046,right,GABA,0.55
720575940622053185,visual_projection,,LT51,right,GLUT,0.62
720575940622084774,visual_projection,,LC16,right,ACH,0.63
720575940622108001,visual_projection,,LC4,left,ACH,0.6
720575940622140481,visual_projection,,LTe18,left,ACH,0.84
720575940622156799,visual_projection,,LPLC2,left,ACH,0.4
720575940622174463,visual_projection,,LPLC2,right,ACH,0.65
720575940622202150,visual_projection,,LC16,left,GLUT,0.38
720575940622234689,central,,"LAL028, LAL029",left,ACH,0.82
720575940622236374,central,,PLP229,left,ACH,0.84
720575940622253704,visual_projection,,LC16,left,ACH,0.51
720575940622268853,visual_projection,,LPLC1,right,ACH,0.68
720575940622312072,visual_projection,,LPLC2,left,ACH,0.55
720575940622314339,visual_projection,,LPLC1,right,ACH,0.65
720575940622319913,visual_projection,,LC16,left,ACH,0.51
720575940622324991,central,,PVLP141,left,ACH,0.74
720575940622330582,visual_projection,,LC4,right,ACH,0.61
720575940622339113,central,,PVLP130,right,GABA,0.87
720575940622364598,visual_projection,,LT51,right,GLUT,0.68
720575940622364854,visual_projection,,LT1b,right,ACH,0.88
720575940622419480,visual_projection,,LC16,left,ACH,0.42
720575940622425271,visual_projection,,LPLC2,left,ACH,0.54
720575940622473292,central,,CB0013,left,GABA,0.42
720575940622500172,descending,,DNg74_a,right,GABA,0.51
720575940622516720,visual_projection,,LPLC4,right,ACH,0.82
720575940622517956,central,,"LAL125,LAL108",right,GLUT,0.54
720575940622523508,optic,LO,Li31,right,GABA,0.81
720575940622531767,visual_projection,,LC4,left,ACH,0.51
720575940622552675,central,,CB0009,right,GABA,0.59
720575940622559512,central,,AVLP094,right,GABA,0.65
720575940622560094,visual_projection,,LPLC4,left,ACH,0.72
720575940622667013,visual_projection,,LPLC1,right,ACH,0.63
720575940622670845,visual_projection,,LPLC1,left,ACH,0.59
720575940622673860,descending,,DNp06,left,ACH,0.5
720575940622680088,visual_projection,,LPLC2,left,ACH,0.52
720575940622680724,visual_projection,,LC31b,right,ACH,0.88
720575940622693414,visual_projection,,LC16,left,ACH,0.61
720575940622694217,visual_projection,,LPLC1,left,ACH,0.58
720575940622700201,visual_projection,,LPLC1,right,ACH,0.62
720575940622713929,visual_projection,,LPLC1,right,ACH,0.66
720575940622769159,visual_projection,,LPLC2,right,ACH,0.51
720575940622838154,descending,,DNp01,left,ACH,0.32
720575940622928764,visual_projection,,LC31a,right,ACH,0.89
720575940622932297,visual_projection,,LPLC1,left,ACH,0.56
720575940622939836,visual_projection,,LC4,left,ACH,0.63
720575940622962579,visual_projection,,LC16,right,ACH,0.64
720575940622992205,visual_projection,,LPLC2,right,ACH,0.55
720575940622996579,descending,,DNg40,right,GLUT,0.53
720575940622998627,central,,CB0580,right,GABA,0.74
720575940623019544,descending,,DNa11,right,ACH,0.75
720575940623021292,central,,CB2127,right,ACH,0.89
720575940623026419,visual_projection,,LC16,right,ACH,0.54
720575940623047629,visual_projection,,LPLC2,right,ACH,0.45
720575940623113752,central,,AVLP538,left,DA,0.66
720575940623124467,visual_projection,,LPLC4,right,ACH,0.8
720575940623126419,visual_projection,,LPLC1,right,ACH,0.64
720575940623143060,visual_projection,,LC16,left,ACH,0.51
720575940623179703,visual_projection,,LC16,left,ACH,0.45
720575940623225525,visual_projection,,LPLC1,right,ACH,0.62
720575940623247300,central,,AOTU015a,left,ACH,0.79
720575940623262461,visual_projection,,LPLC2,left,ACH,0.43
720575940623262652,central,,VES071,right,ACH,0.8
720575940623276168,descending,,DNp35,right,ACH,0.76
720575940623333770,visual_projection,,LPLC2,right,ACH,0.54
720575940623368629,visual_projection,,LC16,left,ACH,0.55
720575940623383432,visual_projection,,LPLC4,left,ACH,0.88
720575940623386077,visual_projection,,LTe13,right,ACH,0.87
720575940623426013,central,,PVLP138,left,ACH,0.81
720575940623429645,visual_projection,,LC16,left,ACH,0.44
720575940623455239,central,,CB0527,left,GABA,0.62
720575940623478115,central,,CB0009,left,GABA,0.6
720575940623514467,visual_projection,,LPLC1,left,ACH,0.67
720575940623533749,central,,PS049,left,GABA,0.75
720575940623547431,visual_projection,,LPLC1,right,ACH,0.61
720575940623551684,visual_projection,,LPLC2,left,ACH,0.53
720575940623579063,central,,PVLP137,right,ACH,0.89
720575940623587683,visual_projection,,LPLC1,right,ACH,0.66
720575940623592428,central,,CB3983,right,ACH,0.86
720575940623608361,optic,ME.LO,LMa2,right,GABA,0.72
720575940623637396,visual_projection,,LC31a,right,ACH,0.85
720575940623652083,visual_projection,,LPLC2,left,ACH,0.53
720575940623682195,central,,CL336,left,ACH,0.84
720575940623702345,central,,CB0677,left,GABA,0.87
720575940623767188,central,,CB1932,right,ACH,0.63
720575940623769783,visual_projection,,LPLC2,right,ACH,0.62
720575940623781127,descending,,DNp103,left,ACH,0.66
720575940623784596,central,,CB1688,left,ACH,0.91
720575940623804853,central,,CB0414,right,GABA,0.7
720575940623806157,visual_projection,,LPLC4,right,ACH,0.74
720575940623827348,visual_projection,,LPLC2,left,ACH,0.47
720575940623841816,central,,SAD094,right,ACH,0.87
720575940623878891,central,,CB3114,left,ACH,0.71
720575940623887288,visual_projection,,LPLC1,right,ACH,0.66
720575940623925774,visual_projection,,LPLC2,left,ACH,0.7
720575940623935588,visual_projection,,LPLC1,right,ACH,0.65
720575940623945194,visual_projection,,LPLC4,left,ACH,0.74
720575940623953900,central,,PVLP150,left,ACH,0.88
720575940623957173,central,,PVLP010,left,GLUT,0.55
720575940623961747,visual_projection,,LPLC4,left,ACH,0.71
720575940623969779,visual_projection,,LC16,right,ACH,0.63
720575940623991576,visual_projection,,LPLC1,right,ACH,0.69
720575940624014524,visual_projection,,LPLC2,right,ACH,0.56
720575940624016778,visual_projection,,LPLC2,right,ACH,0.7
720575940624017251,visual_projection,,LC4,left,ACH,0.54
720575940624021325,visual_projection,,LC16,left,ACH,0.54
720575940624038438,optic,ME.LO,LMa2,left,GABA,0.75
720575940624111763,visual_projection,,LC4,left,ACH,0.58
720575940624123536,visual_projection,,LC16,right,ACH,0.49
720575940624140732,visual_projection,,LC16,right,ACH,0.64
720575940624154648,central,,LAL012,right,ACH,0.87
720575940624203972,visual_projection,,LPLC4,left,ACH,0.83
720575940624208824,visual_projection,,LPLC2,left,ACH,0.51
720575940624226963,visual_projection,,LC16,left,ACH,0.61
720575940624231719,central,,CB2371,right,ACH,0.9
720575940624238282,central,,AOTU036,right,GABA,0.46
720575940624244922,visual_projection,,LPLC2,right,ACH,0.52
720575940624269706,central,,AVLP151,left,ACH,0.83
720575940624287821,central,,PLP018,right,GABA,0.76
720575940624305737,visual_projection,,LPLC1,left,ACH,0.65
720575940624349993,descending,,DNp70,left,ACH,0.72
720575940624358152,central,,AVLP396,left,ACH,0.76
720575940624359093,visual_projection,,LPLC2,left,ACH,0.44
720575940624391816,central,,AOTU015a,left,ACH,0.74
720575940624395528,central,,CL286,left,ACH,0.78
720575940624412222,visual_projection,,LC16,left,ACH,0.47
720575940624417584,visual_projection,,LPLC2,left,ACH,0.48
720575940624434323,central,,VES005,right,ACH,0.91
720575940624530835,visual_projection,,LPLC1,left,ACH,0.67
720575940624531652,visual_projection,,LPLC2,left,ACH,0.51
720575940624537284,descending,,DNge124,left,ACH,0.79
720575940624574100,central,,CB2458,right,ACH,0.8
720575940624579100,central,,AOTU015a,right,ACH,0.78
720575940624588070,visual_projection,,LPLC1,left,ACH,0.6
720575940624593982,visual_projection,,LC16,right,ACH,0.62
720575940624611002,visual_projection,,LPLC2,right,ACH,0.43
720575940624676861,visual_projection,,LPLC4,right,ACH,0.8
720575940624710653,central,,CB0543,right,GABA,0.87
720575940624743946,central,,CB2305,left,ACH,0.69
720575940624755504,visual_projection,,LPLC2,left,ACH,0.5
720575940624758361,central,,CB0079,left,GABA,0.77
720575940624790781,visual_projection,,LC4,right,ACH,0.66
720575940624827737,visual_projection,,LPLC1,right,ACH,0.59
720575940624846517,central,,WED125,left,ACH,0.74
720575940624856762,visual_projection,,LC4,right,ACH,0.65
720575940624864585,visual_projection,,LPLC4,left,ACH,0.81
720575940624868196,visual_projection,,LPLC1,right,ACH,0.66
720575940624903064,visual_projection,,LPLC2,right,ACH,0.44
720575940624915128,central,,WED015,right,GABA,0.83
720575940624919077,visual_projection,,LPLC2,right,ACH,0.47
720575940624923655,central,,PVLP114,right,ACH,0.86
720575940624924990,visual_projection,,LPLC1,right,ACH,0.68
720575940624931530,visual_projection,,LPLC2,right,ACH,0.77
720575940624931888,visual_projection,,LT1b,left,ACH,0.73
720575940624983531,visual_projection,,LC16,right,ACH,0.64
720575940624991527,central,,CB0200,left,GLUT,0.62
720575940625001735,visual_projection,,LPLC2,right,ACH,0.46
720575940625031426,visual_projection,,LPLC1,left,ACH,0.6
720575940625038090,visual_projection,,LC4,left,ACH,0.57
720575940625159677,central,,PS018b,right,ACH,0.87
720575940625175068,visual_projection,,LPLC1,left,ACH,0.64
720575940625185149,central,,WED029,left,GABA,0.73
720575940625194558,central,,CB3513a,right,GABA,0.74
720575940625216202,visual_projection,,LPLC2,left,ACH,0.44
720575940625307748,visual_projection,,LC16,left,ACH,0.64
720575940625318804,visual_projection,,LPLC1,right,ACH,0.68
720575940625369884,visual_projection,,LPLC1,left,ACH,0.63
720575940625395864,visual_projection,,LPLC4,right,ACH,0.77
720575940625400420,central,,PS233,left,ACH,0.86
720575940625447994,central,,VES007,right,ACH,0.84
720575940625477721,visual_projection,,LPLC2,left,ACH,0.55
720575940625502666,descending,,DNa13,right,ACH,0.78
720575940625518736,central,,CL248,right,GABA,0.52
720575940625556668,visual_projection,,LPLC4,right,ACH,0.81
720575940625563623,central,,PS088,right,GABA,0.81
720575940625574844,visual_projection,,LPLC4,left,ACH,0.82
720575940625648009,visual_projection,,LC16,right,ACH,0.7
720575940625656980,central,,PVLP151,left,ACH,0.85
720575940625673196,descending,,DNp71,left,ACH,0.92
720575940625689236,visual_projection,,LPLC1,right,ACH,0.62
720575940625694034,central,,"PVLP004,PVLP005",right,GLUT,0.46
720575940625695269,visual_projection,,LPLC2,left,ACH,0.47
720575940625697772,visual_projection,,LPLC2,left,ACH,0.52
720575940625700739,visual_projection,,LPLC2,left,ACH,0.4
720575940625735185,central,,CB2352,left,ACH,0.8
720575940625835278,visual_projection,,LPLC2,right,ACH,0.5
720575940625841351,visual_projection,,LC4,right,ACH,0.67
720575940625845447,visual_projection,,LC4,right,ACH,0.61
720575940625871768,visual_projection,,LC16,right,ACH,0.55
720575940625878160,descending,,DNb01,left,GLUT,0.86
720575940625906702,visual_projection,,LC4,right,ACH,0.62
720575940625925450,visual_projection,,LPLC4,left,ACH,0.78
720575940625932421,visual_projection,,LC4,right,ACH,0.63
720575940625934973,visual_projection,,LC4,left,ACH,0.54
720575940625952755,optic,LO,Li33,right,GABA,0.86
720575940625962242,central,,CB0433,right,GLUT,0.75
720575940625991043,visual_projection,,LC4,left,ACH,0.59
720575940626009852,descending,,DNp05,right,ACH,0.75
720575940626013315,central,,PS010,left,ACH,0.79
720575940626013958,central,,AVLP202,right,GABA,0.6
720575940626023153,central,,"LAL028, LAL029",right,ACH,0.79
720575940626041240,central,,PVLP006,left,GLUT,0.68
720575940626046919,central,,AVLP429,right,ACH,0.84
720575940626093720,central,,CB1932,right,ACH,0.72
720575940626138701,central,,CB0556,left,GABA,0.59
720575940626139175,central,,CB1852,right,ACH,0.9
720575940626148371,visual_projection,,LC16,right,ACH,0.65
720575940626161930,visual_projection,,LPLC2,right,ACH,0.52
720575940626201933,optic,ME.LO,LMa2,left,GABA,0.72
720575940626226576,visual_projection,,LPLC1,right,ACH,0.69
720575940626236041,visual_projection,,LPLC2,left,ACH,0.49
720575940626260490,visual_projection,,LPLC1,left,ACH,0.59
720575940626309562,visual_projection,,LT61b,left,ACH,0.88
720575940626324755,visual_projection,,LPLC1,right,ACH,0.72
720575940626371465,visual_projection,,LC16,left,ACH,0.36
720575940626375172,visual_projection,,LPLC2,left,ACH,0.51
720575940626384200,visual_projection,,LPLC2,left,ACH,0.68
720575940626408454,visual_projection,,LPLC4,left,ACH,0.8
720575940626414279,visual_projection,,LPLC2,left,ACH,0.53
720575940626435850,visual_projection,,LPLC4,left,ACH,0.81
720575940626447848,visual_projection,,LPLC2,right,ACH,0.44
