neuron_id,super_class,class,cell_type,side,nt_type,nt_score
720575940615343060,central,,PVLP027,right,GABA,0.57
720575940615391638,visual_projection,,LT82b,left,ACH,0.7
720575940615395165,central,,CB1314,left,GABA,0.76
720575940615462587,visual_projection,,LC4,left,ACH,0.56
720575940615487449,central,,PVLP025,left,GABA,0.8
720575940615528678,central,,PVLP024,right,GABA,0.74
720575940615575007,visual_projection,,LC4,left,ACH,0.62
720575940615624866,central,,PVLP074,right,ACH,0.86
720575940615684242,central,,LT40,right,GABA,0.88
720575940615723314,central,,PVLP076,right,ACH,0.91
720575940615743650,optic,LOP,LPi14,left,GABA,0.81
720575940615905373,visual_projection,,LPLC4,right,ACH,0.83
720575940615907723,visual_projection,,LPLC2,left,ACH,0.56
720575940615920453,visual_projection,,LPLC2,right,ACH,0.65
720575940615934150,visual_projection,,LPLC1,left,ACH,0.55
720575940615953302,visual_projection,,LPLC2,left,ACH,0.53
720575940615967377,visual_projection,,LPLC2,right,ACH,0.55
720575940616008854,visual_projection,,LPLC2,left,ACH,0.58
720575940616066705,visual_projection,,LC4,right,ACH,0.62
720575940616067701,central,,CB2649,left,ACH,0.72
720575940616083345,visual_projection,,LPLC2,left,ACH,0.62
720575940616086411,central,,CB1314,right,GABA,0.66
720575940616111243,central,,CB1734,right,ACH,0.8
720575940616116697,visual_projection,,LPLC2,right,ACH,0.44
720575940616138123,visual_projection,,LTe65,left,ACH,0.87
720575940616159773,central,,CB1236,left,ACH,0.79
720575940616166685,visual_projection,,LPLC2,right,ACH,0.44
720575940616211013,central,,CB3491,right,GABA,0.7
720575940616313942,central,,AMMC-A1,left,ACH,0.37
720575940616377817,visual_projection,,LPLC2,left,ACH,0.51
720575940616392849,central,,CB0738,left,ACH,0.88
720575940616415003,central,,CB3922,center,GABA,0.61
720575940616491993,visual_projection,,LPLC2,right,ACH,0.75
720575940616654822,central,,AVLP451b,right,ACH,0.82
720575940616670016,central,,PVLP112a,left,GABA,0.8
720575940616713355,visual_projection,,LC4,left,ACH,0.55
720575940616735489,visual_projection,,LPLC2,right,ACH,0.64
720575940616766169,central,,AVLP078,right,GLUT,0.4
720575940616951739,visual_projection,,LC31b,left,ACH,0.84
720575940616996364,optic,LO,Li24,right,GABA,0.7
720575940617012934,central,,CB0738,left,ACH,0.87
720575940617026260,visual_projection,,LC4,left,ACH,0.51
720575940617073113,central,,CB2659,right,ACH,0.71
720575940617123814,central,,PVLP062,left,ACH,0.71
720575940617176321,visual_projection,,LC4,left,ACH,0.51
720575940617245652,descending,,DNp55,right,ACH,0.88
720575940617257985,central,,AVLP086,right,GABA,0.68
720575940617266722,visual_projection,,LC4,left,ACH,0.58
720575940617289782,visual_projection,,LPLC2,left,ACH,0.54
720575940617294219,visual_projection,,LPLC2,left,ACH,0.54
720575940617307097,ascending,AN,AN_AVLP_54,right,ACH,0.89
720575940617348379,visual_projection,,LC4,right,ACH,0.64
720575940617365947,central,,,left,GABA,0.72
720575940617442561,central,,WED116,left,ACH,0.47
720575940617467712,central,,SAD049,left,ACH,0.79
720575940617480094,visual_projection,,LPLC2,left,ACH,0.66
720575940617492821,central,,CB3544,right,GABA,0.53
720575940617499205,central,,PVLP074,left,ACH,0.82
720575940617542872,central,,PVLP124,left,ACH,0.73
720575940617575803,central,,CL038,left,GLUT,0.62
720575940617613858,central,,CL022,left,ACH,0.75
720575940617636981,central,,CB0766,right,ACH,0.9
720575940617886301,central,,WED072,left,ACH,0.89
720575940617932368,central,,AVLP502,right,ACH,0.86
720575940617948445,central,,CB3707,left,GABA,0.79
720575940617991195,central,,CL053,left,ACH,0.85
720575940617997241,visual_projection,,LPLC2,left,ACH,0.39
720575940618002644,visual_projection,,LC4,left,ACH,0.58
720575940618089851,central,,WED072,right,ACH,0.91
720575940618107339,central,,CB3201,right,ACH,0.82
720575940618116569,central,,cL20,left,GABA,0.85
720575940618157110,central,,CL066,right,GABA,0.66
720575940618172509,visual_projection,,LPLC2,right,ACH,0.49
720575940618184773,central,,CB2281,left,ACH,0.8
720575940618234704,visual_projection,,LC4,right,ACH,0.61
720575940618234715,visual_projection,,LC4,right,ACH,0.63
720575940618238635,ascending,AN,AN_AVLP_PVLP_8,right,ACH,0.85
720575940618243009,central,,CB3707,right,GABA,0.76
720575940618266459,visual_projection,,LC4,right,ACH,0.63
720575940618267227,visual_projection,,LC4,right,ACH,0.58
720575940618275520,visual_projection,,LC4,right,ACH,0.56
720575940618307046,visual_projection,,LPLC2,right,ACH,0.58
720575940618312606,visual_projection,,LC4,left,ACH,0.56
720575940618314897,descending,,DNp70,right,ACH,0.78
720575940618324509,visual_projection,,LPLC4,right,ACH,0.83
720575940618334649,visual_projection,,LPLC4,right,ACH,0.78
720575940618340057,central,,PVLP093,left,GABA,0.89
720575940618366843,central,,AVLP082,left,GABA,0.79
720575940618396609,central,,CB1236,right,ACH,0.77
720575940618444473,central,,cL21,left,GABA,0.48
720575940618450496,visual_projection,,LPLC2,right,ACH,0.47
720575940618455791,central,,PLP018,left,GABA,0.83
720575940618460857,optic,ME.LO,LMa2,left,GABA,0.65
720575940618522433,central,,AMMC-A1,right,ACH,0.3
720575940618538641,visual_projection,,LPLC2,right,ACH,0.74
720575940618608177,visual_projection,,LPLC2,left,ACH,0.52
720575940618625671,visual_projection,,LPLC4,right,ACH,0.78
720575940618668198,central,,CB2917,right,ACH,0.64
720575940618674648,central,,PVLP080b,right,GABA,0.61
720575940618676440,visual_projection,,LC4,left,ACH,0.59
720575940618709158,visual_projection,,LC4,right,ACH,0.58
720575940618711535,visual_projection,,LPLC2,right,ACH,0.59
720575940618723749,visual_projection,,LC4,left,ACH,0.54
720575940618731284,central,,CB2591,left,ACH,0.59
720575940618735517,central,,CB2132,left,ACH,0.82
720575940618769153,central,,PVLP069,left,ACH,0.78
720575940618807105,visual_projection,,LC4,left,ACH,0.54
720575940618886710,central,,PVLP076,left,ACH,0.89
720575940618902488,visual_projection,,LT82a,left,ACH,0.72
720575940618927892,visual_projection,,LPLC2,left,ACH,0.48
720575940618932763,central,,PVLP010,right,GLUT,0.55
720575940618965553,central,,CB0766,left,ACH,0.85
720575940618987600,central,,PVLP120,left,ACH,0.92
720575940618999216,central,,CB2712,right,ACH,0.59
720575940619014981,visual_projection,,LPLC4,left,ACH,0.8
720575940619031837,central,,PS181,right,ACH,0.77
720575940619038493,descending,,DNpe042,right,ACH,0.76
720575940619046469,visual_projection,bilateral,LPT50,left,GABA,0.86
720575940619119963,central,,CB1920,left,ACH,0.84
720575940619148829,visual_projection,,LT83,left,ACH,0.72
720575940619197318,visual_projection,,LPLC2,left,ACH,0.52
720575940619263937,visual_projection,,LPLC2,left,ACH,0.67
720575940619264193,visual_projection,,LPLC4,right,ACH,0.79
720575940619318321,central,,CB2330,left,ACH,0.76
720575940619397542,visual_projection,,LC4,left,ACH,0.58
720575940619424020,central,,CL022,right,ACH,0.73
720575940619435655,central,,CB3201,left,ACH,0.82
720575940619507184,visual_projection,,LC31a,right,ACH,0.86
720575940619510966,central,,CB0738,right,ACH,0.91
720575940619524555,central,,PS182,right,ACH,0.73
720575940619569835,central,,SAD014,right,GABA,0.75
720575940619592768,visual_projection,,LC31b,left,ACH,0.82
720575940619601488,central,,PVLP122b,right,ACH,0.66
720575940619627934,visual_projection,,LPLC2,right,ACH,0.49
720575940619654053,descending,,DNp02,left,ACH,0.64
720575940619654149,visual_projection,,LPLC2,right,ACH,0.49
720575940619655685,visual_projection,,LPLC4,left,ACH,0.75
720575940619709972,central,,PVLP024,left,GABA,0.74
720575940619731334,visual_projection,,LT51,left,GLUT,0.75
720575940619734219,central,,CB2289,left,ACH,0.7
720575940619750822,visual_projection,,LPLC2,left,ACH,0.5
720575940619754861,central,,PVLP080b,right,GABA,0.74
720575940619812801,central,,PVLP025,right,GABA,0.81
720575940619822784,central,,PVLP093,right,GABA,0.89
720575940619864047,central,,PLP034,right,GLUT,0.75
720575940619878961,visual_projection,,VS1,right,ACH,0.37
720575940619900993,visual_projection,,LPLC2,left,ACH,0.48
720575940619937374,central,,AVLP195,right,ACH,0.71
720575940619981494,visual_projection,,LPLC2,left,ACH,0.47
720575940619991862,optic,LOP,LPi15,left,GABA,0.85
720575940620001718,visual_projection,,LPLC2,right,ACH,0.41
720575940620008758,optic,LOP,LPi13,right,GABA,0.88
720575940620033601,central,,AVLP040,right,ACH,0.83
720575940620039259,central,,CB3024,right,GABA,0.52
720575940620054694,descending,,DNp11,left,ACH,0.75
720575940620097985,central,,WED072,right,ACH,0.91
720575940620120155,central,,PVLP128,right,ACH,0.8
720575940620125605,central,,CB0738,left,ACH,0.91
720575940620139678,visual_projection,,LPLC2,left,ACH,0.77
720575940620139736,visual_projection,,LPLC4,right,ACH,0.81
720575940620165541,central,,AVLP479,right,GABA,0.72
720575940620173737,central,,PVLP022,left,GABA,0.71
720575940620208293,central,,PVLP123a,right,ACH,0.74
720575940620232582,central,,AVLP488,left,GLUT,0.67
720575940620306904,visual_projection,,LPLC2,left,ACH,0.5
720575940620314221,visual_projection,,LC4,right,ACH,0.48
720575940620314612,visual_projection,,LC4,right,ACH,0.53
720575940620320902,central,,PVLP017,right,GABA,0.72
720575940620348769,central,,SAD064,left,ACH,0.69
720575940620375796,visual_projection,,LPLC4,left,ACH,0.81
720575940620381575,central,,CL323b,left,ACH,0.67
720575940620468718,descending,,DNp02,right,ACH,0.73
720575940620540507,central,,SAD072,right,GABA,0.87
720575940620544239,optic,bilateral,LC14a1,left,ACH,0.75
720575940620575476,visual_projection,,LPLC2,right,ACH,0.6
720575940620581748,central,,SAD021_a,right,GABA,0.62
720575940620677336,visual_projection,,MTe41,right,GABA,0.77
720575940620723126,central,,AVLP479,left,GABA,0.72
720575940620729816,visual_projection,,LPLC4,left,ACH,0.73
720575940620731380,visual_projection,,LC4,right,ACH,0.46
720575940620783180,visual_projection,,LPLC2,right,ACH,0.5
720575940620795728,visual_projection,,LC4,left,ACH,0.62
720575940620813989,visual_projection,,LTe20,left,ACH,0.88
720575940620887834,visual_projection,,LPLC2,right,ACH,0.42
720575940620903551,visual_projection,,LC4,left,ACH,0.55
720575940620928517,central,,CB2386,right,ACH,0.69
720575940620980323,central,,CB2664,left,ACH,0.74
720575940621000831,central,,PVLP062,right,ACH,0.75
720575940621018138,central,,CB3466,right,ACH,0.66
720575940621052848,optic,LO,Li24,right,GABA,0.7
720575940621067204,central,,PVLP021,left,GABA,0.77
720575940621104628,central,,AVLP093,right,GABA,0.75
720575940621132894,central,,AVLP085,right,GABA,0.77
720575940621145821,visual_projection,,LC4,right,ACH,0.64
720575940621147588,central,,CB2164,left,ACH,0.87
720575940621148948,central,,cL20,right,GABA,0.85
720575940621225313,central,,CL286,right,ACH,0.71
720575940621318084,visual_projection,,LC31a,right,ACH,0.93
720575940621365236,central,,PVLP021,left,GABA,0.77
720575940621371045,central,,LT56,right,GLUT,0.48
720575940621401222,descending,,DNpe025,right,ACH,0.88
720575940621422319,central,,CB2712,left,ACH,0.61
720575940621460115,central,,PLP018,left,GABA,0.8
720575940621514093,visual_projection,,LPLC4,left,ACH,0.77
720575940621522458,visual_projection,,LC4,right,ACH,0.61
720575940621540586,central,,SAD021_a,right,GABA,0.63
720575940621544943,optic,ME.LO,LMa2,right,GABA,0.69
720575940621634913,visual_projection,,LPLC2,right,ACH,0.57
720575940621640363,central,,AVLP076,left,GABA,0.68
720575940621650712,ascending,AN,AN_AVLP_PVLP_10,right,ACH,0.92
720575940621680041,optic,bilateral,LC14a1,right,ACH,0.68
720575940621717469,central,,CB4161,center,GABA,0.68
720575940621726698,central,,PVLP100,left,GABA,0.68
720575940621752001,central,,CB1498,left,ACH,0.66
720575940621753579,visual_projection,,LC4,right,ACH,0.62
720575940621771502,central,,AVLP542,right,GABA,0.57
720575940621819227,optic,ME.LO,LMa2,right,GABA,0.73
720575940621819630,central,,PLP060,left,GABA,0.81
720575940621820404,central,,PVLP018,left,GABA,0.86
720575940621823100,central,,CB3416,left,GABA,0.59
720575940621838571,central,,CB1638,left,ACH,0.72
720575940621914904,visual_projection,,LPLC2,left,ACH,0.45
720575940621947302,central,,AVLP442,left,ACH,0.81
720575940621976097,central,,PS001,left,GABA,0.73
720575940622007472,central,,cM11,left,ACH,0.88
720575940622009284,visual_projection,,LPLC2,left,ACH,0.73
720575940622028029,visual_projection,,LC31a,left,ACH,0.89
720575940622037139,optic,bilateral,LC14a1,right,ACH,0.52
720575940622048862,central,,AVLP209,right,GABA,0.62
720575940622052732,central,,AVLP451b,left,ACH,0.8
720575940622055777,central,,WED127,left,ACH,0.8
720575940622108001,visual_projection,,LC4,left,ACH,0.6
720575940622122672,visual_projection,,LPT48_vCal3,left,ACH,0.88
720575940622123981,central,,CB3911,center,GABA,0.8
720575940622140481,visual_projection,,LTe18,left,ACH,0.84
720575940622156799,visual_projection,,LPLC2,left,ACH,0.4
720575940622174463,visual_projection,,LPLC2,right,ACH,0.65
720575940622312072,visual_projection,,LPLC2,left,ACH,0.55
720575940622318599,central,,CB0307,left,GABA,0.66
720575940622324991,central,,PVLP141,left,ACH,0.74
720575940622330582,visual_projection,,LC4,right,ACH,0.61
720575940622339113,central,,PVLP130,right,GABA,0.87
720575940622366814,optic,bilateral,LC14a1,left,ACH,0.7
720575940622425271,visual_projection,,LPLC2,left,ACH,0.54
720575940622461823,visual_projection,,LCe07,right,ACH,0.82
720575940622516720,visual_projection,,LPLC4,right,ACH,0.82
720575940622519773,central,,CB2659,right,ACH,0.8
720575940622523508,optic,LO,Li31,right,GABA,0.81
720575940622531767,visual_projection,,LC4,left,ACH,0.51
720575940622559512,central,,AVLP094,right,GABA,0.65
720575940622560094,visual_projection,,LPLC4,left,ACH,0.72
720575940622657684,central,,CB2305,left,ACH,0.8
720575940622673860,descending,,DNp06,left,ACH,0.5
720575940622680088,visual_projection,,LPLC2,left,ACH,0.52
720575940622680724,visual_projection,,LC31b,right,ACH,0.88
720575940622681889,central,,cM11,left,ACH,0.7
720575940622756134,central,,AVLP203,right,GABA,0.63
720575940622769159,visual_projection,,LPLC2,right,ACH,0.51
720575940622786380,optic,LO,Li24,left,GABA,0.71
720575940622801101,central,,CL022,right,ACH,0.71
720575940622838154,descending,,DNp01,left,ACH,0.32
720575940622860680,central,,CB2659,left,ACH,0.67
720575940622928764,visual_projection,,LC31a,right,ACH,0.89
720575940622932487,central,,PVLP111,left,GABA,0.76
720575940622939836,visual_projection,,LC4,left,ACH,0.63
720575940622975624,central,,CB2102,left,ACH,0.69
720575940622992205,visual_projection,,LPLC2,right,ACH,0.55
720575940622996579,descending,,DNg40,right,GLUT,0.53
720575940622998021,central,,CB2289,right,ACH,0.7
720575940623003653,visual_projection,,LPLC4,left,ACH,0.81
720575940623047629,visual_projection,,LPLC2,right,ACH,0.45
720575940623113752,central,,AVLP538,left,DA,0.66
720575940623124467,visual_projection,,LPLC4,right,ACH,0.8
720575940623203805,central,,VESa1_P02,right,GABA,0.71
720575940623223245,central,,CB3922,center,GABA,0.52
720575940623262461,visual_projection,,LPLC2,left,ACH,0.43
720575940623276168,descending,,DNp35,right,ACH,0.76
720575940623324395,ascending,AN,AN_AVLP_PVLP_8,left,ACH,0.83
720575940623333770,visual_projection,,LPLC2,right,ACH,0.54
720575940623380009,central,,CB3903,center,GABA,0.54
720575940623386077,visual_projection,,LTe13,right,ACH,0.87
720575940623491369,visual_projection,,LPLC4,right,ACH,0.8
720575940623546549,central,,LT40,left,GABA,0.87
720575940623551684,visual_projection,,LPLC2,left,ACH,0.53
720575940623579063,central,,PVLP137,right,ACH,0.89
720575940623608361,optic,ME.LO,LMa2,right,GABA,0.72
720575940623637396,visual_projection,,LC31a,right,ACH,0.85
720575940623646963,ascending,AN,AN_AVLP_GNG_1,right,ACH,0.91
720575940623652083,visual_projection,,LPLC2,left,ACH,0.53
720575940623769783,visual_projection,,LPLC2,right,ACH,0.62
720575940623781127,descending,,DNp103,left,ACH,0.66
720575940623784596,central,,CB1688,left,ACH,0.91
720575940623804853,central,,CB0414,right,GABA,0.7
720575940623806157,visual_projection,,LPLC4,right,ACH,0.74
720575940623817572,central,,CB2940,right,ACH,0.84
720575940623827348,visual_projection,,LPLC2,left,ACH,0.47
720575940623840392,central,,SMP068,right,GLUT,0.79
720575940623860458,central,,PVLP111,left,GABA,0.81
720575940623878891,central,,CB3114,left,ACH,0.71
720575940623925774,visual_projection,,LPLC2,left,ACH,0.7
720575940623945194,visual_projection,,LPLC4,left,ACH,0.74
720575940623953900,central,,PVLP150,left,ACH,0.88
720575940623957173,central,,PVLP010,left,GLUT,0.55
720575940623961747,visual_projection,,LPLC4,left,ACH,0.71
720575940624014524,visual_projection,,LPLC2,right,ACH,0.56
720575940624016778,visual_projection,,LPLC2,right,ACH,0.7
720575940624017251,visual_projection,,LC4,left,ACH,0.54
720575940624038438,optic,ME.LO,LMa2,left,GABA,0.75
720575940624111763,visual_projection,,LC4,left,ACH,0.58
720575940624203972,visual_projection,,LPLC4,left,ACH,0.83
720575940624208824,visual_projection,,LPLC2,left,ACH,0.51
720575940624231719,central,,CB2371,right,ACH,0.9
720575940624244922,visual_projection,,LPLC2,right,ACH,0.52
720575940624269706,central,,AVLP151,left,ACH,0.83
720575940624287821,central,,PLP018,right,GABA,0.76
720575940624299534,central,,PVLP111,right,GABA,0.78
720575940624349993,descending,,DNp70,left,ACH,0.72
720575940624358152,central,,AVLP396,left,ACH,0.76
720575940624359093,visual_projection,,LPLC2,left,ACH,0.44
720575940624377224,central,,AVLP083,right,GABA,0.64
720575940624394317,central,,PLP016,right,GABA,0.9
720575940624395528,central,,CL286,left,ACH,0.78
720575940624417584,visual_projection,,LPLC2,left,ACH,0.48
720575940624472334,central,,AVLP210,right,ACH,0.65
720575940624531652,visual_projection,,LPLC2,left,ACH,0.51
720575940624533956,central,,CB1638,left,ACH,0.6
720575940624571116,central,,CB0104,right,GABA,0.74
720575940624574100,central,,CB2458,right,ACH,0.8
720575940624588070,visual_projection,,LPLC1,left,ACH,0.6
720575940624592217,central,,CB3416,right,GABA,0.66
720575940624611002,visual_projection,,LPLC2,right,ACH,0.43
720575940624639271,central,,CB2330,left,ACH,0.74
720575940624666245,central,,SAD017,left,GABA,0.77
720575940624676861,visual_projection,,LPLC4,right,ACH,0.8
720575940624701315,central,,CB3630,right,GLUT,0.68
720575940624702698,central,,AVLP451a,right,ACH,0.78
720575940624735463,central,,PVLP111,right,GABA,0.75
720575940624743946,central,,CB2305,left,ACH,0.69
720575940624755504,visual_projection,,LPLC2,left,ACH,0.5
720575940624790781,visual_projection,,LC4,right,ACH,0.66
720575940624846517,central,,WED125,left,ACH,0.74
720575940624856762,visual_projection,,LC4,right,ACH,0.65
720575940624864585,visual_projection,,LPLC4,left,ACH,0.81
720575940624903064,visual_projection,,LPLC2,right,ACH,0.44
720575940624919077,visual_projection,,LPLC2,right,ACH,0.47
720575940624931530,visual_projection,,LPLC2,right,ACH,0.77
720575940624996894,central,,CB2591,right,ACH,0.63
720575940624996901,central,,CB2712,right,ACH,0.58
720575940625001735,visual_projection,,LPLC2,right,ACH,0.46
720575940625038090,visual_projection,,LC4,left,ACH,0.57
720575940625049781,central,,cL21,left,GABA,0.49
720575940625102224,central,,AVLP079,right,GABA,0.68
720575940625175068,visual_projection,,LPLC1,left,ACH,0.64
720575940625194558,central,,CB3513a,right,GABA,0.74
720575940625216202,visual_projection,,LPLC2,left,ACH,0.44
720575940625310793,central,,PLP017,right,GABA,0.81
720575940625345328,central,,CB3913,center,GABA,0.78
720575940625357547,central,,LT56,left,GLUT,0.46
720575940625369884,visual_projection,,LPLC1,left,ACH,0.63
720575940625395864,visual_projection,,LPLC4,right,ACH,0.77
720575940625477721,visual_projection,,LPLC2,left,ACH,0.55
720575940625556668,visual_projection,,LPLC4,right,ACH,0.81
720575940625574844,visual_projection,,LPLC4,left,ACH,0.82
720575940625656980,central,,PVLP151,left,ACH,0.85
720575940625673196,descending,,DNp71,left,ACH,0.92
720575940625686078,central,,AVLP542,left,GABA,0.74
720575940625689109,central,,PVLP123a,left,ACH,0.75
720575940625695269,visual_projection,,LPLC2,left,ACH,0.47
720575940625697772,visual_projection,,LPLC2,left,ACH,0.52
720575940625700739,visual_projection,,LPLC2,left,ACH,0.4
720575940625738073,central,,PVLP123b,right,ACH,0.72
720575940625778428,central,,cM19,left,GABA,0.88
720575940625835278,visual_projection,,LPLC2,right,ACH,0.5
720575940625841351,visual_projection,,LC4,right,ACH,0.67
720575940625845447,visual_projection,,LC4,right,ACH,0.61
720575940625872717,central,,AVLP259,right,ACH,0.8
720575940625887119,central,,,right,GABA,0.63
720575940625894799,central,,PVLP111,left,GABA,0.76
720575940625904414,central,,PVLP111,right,GABA,0.83
720575940625906702,visual_projection,,LC4,right,ACH,0.62
720575940625923965,central,,CB0064,right,ACH,0.87
720575940625925450,visual_projection,,LPLC4,left,ACH,0.78
720575940625932421,visual_projection,,LC4,right,ACH,0.63
720575940625934973,visual_projection,,LC4,left,ACH,0.54
720575940625952755,optic,LO,Li33,right,GABA,0.86
720575940625972867,central,,CB2316,right,ACH,0.66
720575940625978867,central,,CB2330,right,ACH,0.56
720575940625991043,visual_projection,,LC4,left,ACH,0.59
720575940626009852,descending,,DNp05,right,ACH,0.75
